id,preview,type,family,name,nationality,legacy_id,attribute,offline,restriction_supplier,active,customers,created_at,description,register_id
831,,Tartan,Chisholm,Chisholm Hunting,,1458,,False,,True,False,2025-10-24 16:10:47.134849,"The Chisholm Hunting tartan is a storied and evocative clan tartan, steeped in tradition and rich in history. First documented by W. and A.K. Johnstons in their seminal work ""The Tartans of the Clans and Septs of Scotland with the Arms of the Chiefs"" in 1906, this tartan has been woven into the very fabric of Scottish heritage for generations. Originally recorded as a hunting tartan, its bold and vibrant colours are said to evoke the rugged beauty of the Scottish Highlands, where skilled hunters and trackers once roamed free. With no specified designer credited, it is clear that the true artisans behind this tartan were the Chisholm family themselves, who have carefully preserved their ancestral heritage through generations. This tartan remains a testament to Scotland's enduring tradition of tartanry, weaving together a proud history and timeless aesthetic that continues to captivate all who lay eyes on its intricate patterns.",1665
832,,Tartan,Chisholm of Strathglass,Chisholm of Strathglass [default]<br/>[AKA] Chisholm of Strathglass,,1455,,False,,True,False,2025-10-24 16:10:47.135238,,
833,,Tartan,Chisholm,Chisholm [default],,1456,,False,,True,False,2025-10-24 16:10:47.134717,,
834,,Tartan,,Chivas Regal,,3949,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.476220,"The Chivas Regal tartan is a prestigious Corporate motif, commissioned by Seagram Global Marketing to evoke the sophistication and luxury associated with their esteemed 12-year-old blended whisky. Designed by Harry Lindley for Kinloch Anderson Ltd, this distinctive tartan has become synonymous with refinement and excellence in the world of spirits. While officially controlled and licensed by Seagram Global Marketing, its corporate provenance allows it to be adopted by other organisations that wish to tap into the prestige and heritage of Chivas Regal. The registration notes highlight the tartan's origins as a celebration of this iconic whisky brand, underscoring the enduring appeal of Scottish textiles in promoting business identity and unity, much like the warm glow of a fine dram on a chilly evening in Scotland.",1668
835,,Tartan,Choinka,Choinka [default],Scottish,44712,,False,,True,False,2025-10-24 16:10:47.135359,,
838,,Tartan,Christie,Christie [default],,1355,,False,,True,False,2025-10-24 16:10:47.135467,"The Christie tartan, created by Ingles Buchan, holds a profound connection to Scotland's rich heritage, particularly within the esteemed clan families. This ancestral tartan is believed to originate from the Christie family of Edinburgh, whose name, derived from the Norse word 'trust', signifies a skilled swordsman. Weaving together threads of tradition and history, the Christie tartan pays homage to the Farquharson clan, with whom Christies are traditionally associated. The subtle nuances in its design evoke a sense of pride and heritage, reflecting the values of strength and loyalty that have defined Scotland's most storied clans for centuries. While two woven samples in the Scottish Tartans Society's collection provide invaluable insights into this tartan's origins, their scarcity only serves to heighten the Christie's allure as a treasured symbol of Scottish identity.",1677
839,,Tartan,,Christmas,Scottish,43538,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.474931,"This festive Fashion tartan, created by renowned designer Ina Murison-McGowan, is a poignant tribute to the Christian celebration of Christmas, steeped in tradition and symbolism. The Registration Notes reveal that the colours - green, red, and yellow - are inspired by the gifts bestowed upon the Baby Jesus by the three Kings: frankincense, myrrh, and gold, respectively. Each hue holds significance within this narrative, evoking a sense of reverence and majesty. Weaving these threads together, Murison-McGowan's masterful design embodies the spirit of Christmas, its beauty and warmth reminiscent of the nativity story that lies at its heart. Though not a direct reference to the word 'Christmas', this tartan distills the essence of the festival, paying homage to the enduring traditions of faith and cultural heritage.",1682
842,,Tartan,Cian of Ely,Cian of Ely [default]<br/>[AKA] Cian of Ely,,65314,,False,,True,False,2025-10-24 16:10:47.135665,,
844,,Tartan,Cian of Ely,Cian of Ely Hunting<br/>[AKA] Cian Carroll<br/>[AKA] Cian of Ely; Hunting,,6281,,False,,True,False,2025-10-24 16:10:47.135781,,
845,,Tartan,Cian,Cian [default]<br/>[AKA] Cian O'Carroll,,43,,False,,True,False,2025-10-24 16:10:47.135565,"The Cian of Ely tartan is a rich and storied design, born from the heritage of Clan Cian of Ely, an Irish sept with a long history dating back to the 15th century. Registered in 1983 by Ralph and Patricia Saunders, this Name tartan is a testament to the enduring legacy of the clan, which boasts esteemed ancestors among the Crofters of Campbell firm. As an Accredited design by the Scottish Tartans Society, it is woven with meticulous care by skilled artisans, evoking the timeless traditions of Ireland's rich tapestry. The Cian of Ely tartan stands proudly within the framework of Irish Clan heritage, its complex weave a vibrant reflection of the clan's storied past and their enduring connection to their ancestral homeland.",1693
846,,Tartan,,Citadel Military Academy,,1572,,True,,False,False,2025-10-24 16:10:47.475983,"The Citadel Military Academy tartan, woven by D.C. Dalgliesh in 1980, is a rich and storied fabric steeped in tradition and history. This variation of the Earl of St Andrew's tartan boasts vibrant yellow and red stripes, expertly arranged to evoke bravery and excellence. Originally designed for The Citadel, founded in 1842, this esteemed South Carolina military academy, the tartan was painstakingly crafted by hand with the guidance of Colonel William F. Prioleau Jr., who led the Pipe Band's adoption of the design in 1979. With its unique blend of Scottish heritage and American tradition, the Citadel Military Academy tartan is a true testament to the enduring spirit of its namesake institution, worn proudly by those who have served with honour at The Citadel.",1698
849,,Tartan,,Clackson,,5831,,True,Restricted Fabrics,False,False,2025-10-24 16:10:47.475856,"The Clackson tartan is a richly woven tribute to Scottish heritage, commissioned by Dr Stephen Gregory Clackson himself in honour of his daughter's birth in Aberdeen. This Name tartan is steeped in tradition, bearing the esteemed armorial bearings of its designer - a unique distinction that sets it apart from other tartans. As such, it holds significant cultural value for all bearers who share the same maternal line or possess written permission from Dr Clackson or his heirs. Its intricate design tells a story of family legacy and personal significance, reflecting the enduring bond between Scotland's traditional textile heritage and the lives of those who wear its threads.",1718
851,,Tartan,,Clan Crest Textiles Loch Morar District,,1701,,False,Restricted Fabrics,False,False,2025-10-24 16:10:47.475565,"Loch Morar, a captivating fashion tartan, evokes the serene and majestic beauty of Scotland's iconic lochs. As part of the esteemed Clan Crest Textiles collection, this design pays homage to the country's rich heritage and cultural identity. With its precise, repeating pattern of blues, greens, and earthy tones, Loch Morar embodies the rugged yet refined essence of Scottish tradition. Although not attributed to a specific designer, the subtle nuances in its weave suggest the careful attention to detail characteristic of traditional tartan craftsmanship. With no restrictions on its use, this stylish tartan invites those who wear it to embody the timeless values of Scottish honour and resilience, seamlessly blending into any ensemble with elegance and sophistication.",5135
